Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2010-08-01,8.0,15.6,0.0,3.6,8.8,SW,57.0,SW,SSW,24.0,33.0,76.0,32.0,1030.0,1029.4,5.0,3.0,11.5,14.7,No,No
2013-08-29,13.4,25.9,0.0,4.4,10.6,E,24.0,SW,ENE,4.0,11.0,61.0,52.0,1024.4,1020.2,1.0,1.0,20.1,23.7,No,No
2013-11-28,11.6,33.6,0.0,,,NW,35.0,NNW,NNW,11.0,13.0,65.0,22.0,1012.8,1006.1,,,20.4,32.5,No,No
2017-02-04,12.8,34.2,0.0,,,NNW,39.0,S,NW,7.0,19.0,71.0,15.0,1014.1,1010.6,,1.0,20.7,32.5,No,No
2009-09-22,9.0,24.1,7.2,7.0,8.1,W,70.0,NNW,N,19.0,17.0,66.0,27.0,1002.8,993.7,1.0,5.0,14.2,23.1,Yes,Yes
2017-06-16,11.6,18.9,0.2,,,SSE,24.0,SE,SSE,11.0,13.0,51.0,38.0,1024.6,1021.9,8.0,8.0,14.0,18.1,No,No
2010-08-26,10.3,17.3,0.0,,,WNW,46.0,NW,WNW,26.0,20.0,51.0,41.0,1004.9,1001.9,,,15.2,16.1,No,No
2009-11-09,23.0,37.4,0.0,17.4,12.8,NNE,43.0,NE,ENE,31.0,15.0,24.0,15.0,1019.2,1016.2,0.0,1.0,30.3,35.3,No,No
2010-08-29,6.9,14.7,0.4,2.0,1.3,SSW,17.0,,SW,0.0,7.0,99.0,53.0,1029.9,1027.6,7.0,7.0,9.5,13.9,No,No
2017-05-21,5.9,29.4,0.0,,,N,30.0,ENE,E,15.0,6.0,30.0,16.0,1016.8,1013.0,,,18.9,28.6,No,No
2009-07-06,1.0,11.0,0.0,0.6,,SW,30.0,W,SW,4.0,17.0,92.0,69.0,1023.6,1021.9,3.0,7.0,5.8,10.8,No,No
2012-04-19,19.7,30.2,0.0,5.6,10.0,ENE,35.0,NNW,ENE,2.0,26.0,73.0,66.0,1014.5,1011.1,7.0,7.0,26.1,28.6,No,No
2016-04-29,15.3,19.4,6.0,2.4,,N,43.0,N,NNW,17.0,19.0,89.0,79.0,1012.2,1010.6,,,15.8,18.1,Yes,Yes
2011-11-12,12.4,30.8,0.0,7.4,10.3,NNE,28.0,ENE,E,13.0,11.0,47.0,15.0,1019.9,1015.9,7.0,7.0,20.8,30.3,No,No
2015-03-01,17.3,31.5,0.0,10.0,8.5,E,48.0,E,SW,20.0,28.0,47.0,29.0,1010.8,1006.9,2.0,5.0,23.2,31.1,No,No
2011-03-11,15.4,29.9,0.0,13.0,10.2,SSE,35.0,ESE,ENE,17.0,13.0,72.0,33.0,1013.1,1010.8,7.0,4.0,18.8,28.7,No,No
2012-05-26,9.8,18.2,8.6,1.0,0.2,,,NNW,,4.0,0.0,97.0,88.0,1030.6,1029.2,8.0,8.0,15.3,18.1,Yes,No
2011-10-05,13.0,18.4,3.4,5.8,7.5,WSW,54.0,WSW,WSW,26.0,30.0,74.0,60.0,1011.1,1009.4,6.0,2.0,17.6,18.1,Yes,No
2013-09-12,3.2,16.1,0.2,,,ENE,44.0,,ENE,0.0,17.0,94.0,54.0,1018.7,1015.6,,,8.9,15.6,No,Yes
2012-01-29,19.1,36.5,0.0,9.4,9.2,NNW,50.0,NE,ENE,6.0,13.0,72.0,33.0,1007.4,1001.1,5.0,6.0,24.0,35.4,No,Yes
2015-11-21,19.9,33.3,0.0,9.2,12.2,ESE,41.0,ENE,ENE,6.0,13.0,39.0,54.0,1015.5,1011.2,0.0,0.0,29.6,30.3,No,No
2015-04-05,15.5,25.9,21.4,2.2,9.7,W,31.0,W,ESE,13.0,19.0,76.0,54.0,1010.5,1005.7,4.0,4.0,19.9,25.6,Yes,No
2011-06-24,17.2,30.3,0.0,7.8,7.1,E,37.0,SE,E,15.0,20.0,45.0,25.0,1014.7,1010.8,6.0,2.0,20.0,28.9,No,No
2017-05-21,19.4,31.7,0.0,2.6,,E,41.0,SE,E,9.0,20.0,77.0,,1012.0,1009.4,2.0,,26.1,,No,No
2014-04-11,13.6,17.6,0.0,2.0,1.6,SE,33.0,SSE,S,13.0,17.0,78.0,69.0,1018.1,1016.6,7.0,7.0,15.3,16.9,No,No
2014-02-17,7.4,22.0,1.0,7.6,9.1,SSW,31.0,NE,E,7.0,7.0,75.0,46.0,1014.7,1011.8,,,14.9,21.2,No,No
2012-04-24,5.8,13.3,4.0,1.6,1.6,SSW,52.0,SW,SW,31.0,20.0,86.0,87.0,1018.3,1019.5,8.0,7.0,10.1,10.8,Yes,Yes
2016-11-12,11.7,15.6,4.0,3.8,1.8,ESE,43.0,NE,ENE,7.0,24.0,77.0,72.0,1006.7,1003.5,7.0,7.0,14.1,13.9,Yes,Yes
2013-07-14,12.7,16.7,10.2,0.2,0.7,N,39.0,N,NNE,20.0,11.0,93.0,96.0,1013.3,1011.7,8.0,7.0,13.8,13.4,Yes,Yes
2016-08-21,6.9,13.3,0.0,0.4,9.7,NW,52.0,N,NW,20.0,30.0,53.0,47.0,1005.2,1005.6,3.0,3.0,10.2,11.6,No,No
2016-10-23,1.6,15.6,0.1,3.5,12.2,ESE,30.0,E,S,11.0,13.0,60.0,42.0,1028.9,1025.9,1.0,,9.5,14.6,No,No
2013-05-06,13.4,20.6,0.0,,,ENE,30.0,,WSW,0.0,13.0,99.0,73.0,1013.6,1011.0,,,14.8,19.1,No,No
2016-09-04,12.3,24.2,0.0,9.2,10.5,W,24.0,WSW,ENE,7.0,13.0,47.0,34.0,1022.7,1020.8,1.0,1.0,18.4,22.0,No,No
2011-01-04,14.0,21.6,0.0,,,NE,24.0,ENE,NE,7.0,11.0,71.0,55.0,1013.2,1009.7,,,15.7,20.7,No,No
2016-01-26,23.9,30.2,115.0,,0.8,ESE,28.0,WSW,SSE,2.0,9.0,87.0,73.0,1010.6,1008.0,8.0,8.0,26.6,30.0,Yes,No
2015-11-11,14.2,28.1,0.0,12.0,6.4,SSE,37.0,SSE,S,19.0,15.0,56.0,30.0,1018.2,1015.6,8.0,6.0,16.0,26.4,No,Yes
2014-03-11,20.8,28.5,1.6,,,SSE,52.0,SSE,SE,37.0,31.0,72.0,53.0,1020.4,1018.1,,,23.8,27.0,Yes,No
2012-01-29,19.8,27.8,5.2,9.4,5.0,ENE,41.0,ENE,ENE,17.0,20.0,96.0,72.0,1002.8,999.1,8.0,7.0,20.4,24.9,Yes,No
2015-12-20,15.4,30.7,0.0,,11.5,ESE,56.0,E,ESE,31.0,20.0,44.0,19.0,1014.6,1009.5,,,20.3,30.5,No,No
2009-07-16,9.0,13.2,0.0,,,S,57.0,SW,SSW,13.0,24.0,61.0,59.0,1012.2,1011.1,1.0,,11.0,13.0,No,Yes
2015-04-06,7.5,17.7,0.0,4.0,1.3,S,28.0,NW,S,6.0,9.0,58.0,37.0,1007.1,1005.6,7.0,7.0,13.5,17.0,No,No
2012-05-07,2.8,17.0,0.0,2.0,2.0,NW,35.0,NW,WNW,9.0,19.0,82.0,54.0,1018.3,1014.6,6.0,4.0,8.6,15.8,No,No
2017-06-25,2.4,10.6,0.2,,,WNW,39.0,N,WNW,19.0,28.0,100.0,84.0,1017.5,1015.8,6.0,8.0,5.1,9.9,No,Yes
2009-03-17,9.6,17.3,2.8,,,SSW,31.0,SW,SW,22.0,17.0,98.0,57.0,1017.4,1016.7,6.0,1.0,10.2,15.9,Yes,No
2009-10-26,16.5,24.4,0.0,6.8,0.4,NE,37.0,N,NNE,13.0,22.0,62.0,76.0,1016.4,1016.1,8.0,7.0,23.3,21.8,No,Yes
2016-09-28,5.4,18.1,2.6,2.4,7.8,E,50.0,ENE,E,7.0,22.0,81.0,53.0,1012.3,1003.7,1.0,7.0,13.2,16.7,Yes,Yes
2012-09-25,-1.5,13.9,0.0,,,NNE,24.0,,NNW,0.0,9.0,87.0,60.0,1022.7,1018.9,,,7.3,13.2,No,No
2011-09-23,1.4,25.3,0.0,5.6,11.4,NW,59.0,NNW,NW,24.0,33.0,27.0,15.0,1016.3,1015.6,0.0,,19.1,23.6,No,No
2012-05-17,6.0,20.7,0.0,,,N,11.0,NNW,N,2.0,6.0,99.0,49.0,,,,,8.9,20.1,No,No
2012-01-12,13.5,20.7,0.0,,,S,44.0,SSW,SSE,30.0,26.0,46.0,48.0,1016.2,1015.5,,,17.9,19.5,No,No
2012-08-12,12.2,16.9,,,,W,69.0,NW,NW,26.0,30.0,90.0,85.0,1008.7,1002.9,,,15.3,16.2,No,No
2013-07-25,4.1,12.4,0.0,2.0,3.3,N,70.0,N,N,31.0,31.0,75.0,60.0,1028.4,1025.0,7.0,7.0,7.8,11.6,No,No
2012-07-28,7.7,19.8,0.0,3.6,10.3,WNW,31.0,W,W,11.0,11.0,54.0,39.0,1017.4,1015.1,1.0,2.0,14.2,19.6,No,No
2008-12-11,12.9,24.2,4.2,3.8,13.1,SW,44.0,SSE,SW,17.0,22.0,68.0,50.0,1015.0,1013.5,5.0,4.0,16.7,23.1,Yes,No
2009-01-20,13.7,36.5,0.0,,,NW,67.0,N,SW,22.0,30.0,21.0,18.0,1006.7,1006.7,0.0,,26.5,31.0,No,No
2014-10-05,8.7,17.8,0.0,6.0,8.9,,,,,,,62.0,45.0,1018.3,1015.7,7.0,1.0,12.9,17.1,No,Yes
2016-03-22,11.7,30.3,0.0,,,N,28.0,,WSW,0.0,15.0,53.0,19.0,1016.7,1014.9,,,19.0,29.2,No,No
2015-12-17,16.5,32.9,0.0,,13.0,WSW,44.0,ESE,WSW,11.0,28.0,47.0,37.0,1013.0,1008.8,,,24.6,30.9,No,No
2015-03-03,15.1,31.1,0.0,,,SSE,28.0,NE,ESE,4.0,7.0,71.0,40.0,,,,,19.8,30.6,No,No
2012-09-09,12.7,18.9,0.0,,,W,63.0,SW,ENE,17.0,9.0,40.0,57.0,1021.5,1021.4,,,17.2,18.0,No,No
2010-01-02,23.9,31.1,19.4,4.8,4.1,S,31.0,SE,NE,19.0,17.0,90.0,71.0,1011.0,1007.4,8.0,6.0,25.6,30.5,Yes,Yes
2011-03-31,5.8,13.2,2.2,,,WNW,24.0,NNE,N,6.0,6.0,,78.0,,,,,,10.6,Yes,No
2009-05-17,7.5,23.5,0.0,,,NE,22.0,,W,0.0,7.0,87.0,34.0,1019.0,1014.9,,,12.1,22.4,No,No
2016-12-29,14.0,20.3,0.0,,,SSW,30.0,SSW,S,13.0,13.0,64.0,58.0,1014.1,1012.4,,,16.1,19.0,No,No
2013-12-04,12.2,28.7,0.0,,12.8,SE,46.0,E,SE,26.0,30.0,41.0,19.0,1022.0,1017.5,0.0,0.0,19.7,27.9,No,No
2010-12-19,11.5,25.9,0.0,8.0,,SSW,69.0,W,SW,9.0,35.0,43.0,22.0,1007.4,1007.0,4.0,3.0,16.9,25.2,No,No
2012-11-10,18.5,25.1,0.0,2.0,0.4,WSW,33.0,S,SW,7.0,20.0,45.0,22.0,1017.4,1015.5,8.0,8.0,19.4,24.7,No,No
2014-03-23,7.5,20.4,0.0,4.6,,SW,35.0,SSW,SW,11.0,7.0,72.0,41.0,1018.1,1017.3,,2.0,12.4,19.2,No,No
2011-03-02,19.4,21.8,0.0,9.2,0.0,SSE,43.0,ESE,E,19.0,11.0,58.0,59.0,1017.1,1015.0,,,20.5,21.2,No,No
2015-06-29,-0.9,14.4,0.2,,,NNW,19.0,NNW,NNW,6.0,7.0,90.0,52.0,1034.8,1030.7,,,4.8,13.7,No,No
2010-08-20,4.8,16.3,0.0,6.2,9.0,W,43.0,W,WSW,6.0,26.0,79.0,34.0,1022.3,1020.9,0.0,5.0,9.7,14.7,No,No
2010-07-18,7.1,13.6,0.0,2.2,4.0,N,65.0,N,N,41.0,20.0,71.0,75.0,1018.3,1015.5,5.0,8.0,9.4,10.6,No,Yes
2010-10-06,10.0,23.8,0.0,5.6,11.2,ENE,37.0,E,SE,15.0,11.0,39.0,20.0,1028.5,1025.3,0.0,0.0,15.0,23.6,No,No
2013-08-11,7.1,17.0,5.4,2.0,6.9,NW,56.0,NNW,NNW,2.0,20.0,71.0,46.0,1006.6,1001.0,,,10.6,16.5,Yes,No
2010-09-08,11.6,23.8,0.0,4.0,10.2,ESE,39.0,SW,ESE,6.0,11.0,62.0,57.0,1024.4,1020.6,5.0,2.0,17.9,22.6,No,No
2014-08-08,-1.4,6.4,0.0,,,NNW,28.0,NW,NW,7.0,7.0,98.0,75.0,,,,,-0.3,4.8,No,No
2013-03-05,13.5,30.9,0.0,,,ENE,31.0,SE,NE,6.0,19.0,66.0,28.0,1021.0,1017.0,,,18.7,29.5,No,No
2009-10-08,12.4,26.5,0.0,8.6,11.7,ESE,43.0,E,ESE,31.0,26.0,17.0,5.0,1021.1,1017.0,0.0,1.0,18.6,26.2,No,No
2010-06-13,4.3,13.4,0.0,,1.1,SSW,20.0,,SW,0.0,13.0,74.0,49.0,1034.0,1032.0,,,8.4,12.5,No,No
2015-10-10,20.1,28.8,0.0,8.6,4.4,ENE,54.0,SE,ENE,19.0,33.0,48.0,58.0,1022.4,1019.1,6.0,7.0,26.1,26.1,No,No
2015-11-27,5.7,21.8,0.0,,,WSW,37.0,SSE,WSW,7.0,17.0,43.0,28.0,1017.7,1015.6,,,12.8,20.4,No,No
2014-03-11,20.2,31.8,0.0,7.4,,ESE,31.0,ENE,E,22.0,20.0,51.0,26.0,1019.8,1016.9,0.0,2.0,23.6,31.0,No,No
2016-02-24,22.9,38.4,0.0,,,N,46.0,SSW,NNW,7.0,20.0,42.0,21.0,1010.8,1006.9,,8.0,27.7,36.2,No,No
2009-11-18,10.5,21.6,0.0,2.8,10.2,SE,31.0,ESE,SE,13.0,19.0,74.0,66.0,1009.6,1007.7,3.0,6.0,16.2,18.3,No,No
2015-08-18,-4.1,12.3,0.0,,,W,31.0,,N,0.0,11.0,75.0,44.0,1021.6,1020.8,,,4.0,11.2,No,No
2009-08-19,2.3,17.4,0.0,1.4,,N,31.0,ENE,N,9.0,19.0,81.0,39.0,1025.6,1020.5,0.0,6.0,8.4,16.6,No,Yes
2013-08-12,11.3,34.6,0.0,6.8,,ESE,35.0,NE,ESE,2.0,15.0,64.0,16.0,1014.4,1009.7,0.0,0.0,24.0,33.7,No,No
2013-08-03,3.5,18.5,0.0,,,WSW,37.0,,WSW,0.0,6.0,74.0,34.0,1016.0,1012.1,,,11.6,17.6,No,No
2013-07-05,11.7,23.8,0.0,,,NW,39.0,NNW,NNW,22.0,17.0,65.0,52.0,1015.7,1012.2,8.0,0.0,16.8,23.4,No,No
2016-03-09,20.1,31.6,0.2,,0.3,NNW,43.0,NNW,SW,11.0,17.0,32.0,65.0,1014.7,1016.5,7.0,7.0,29.2,25.5,No,No
2009-02-09,18.5,35.0,0.0,,12.9,E,65.0,E,NE,41.0,28.0,47.0,16.0,1016.5,1014.4,0.0,0.0,21.3,33.5,No,No
2010-05-02,6.0,21.7,0.0,1.8,5.0,WSW,48.0,NW,WSW,17.0,28.0,50.0,63.0,1022.3,1024.0,6.0,7.0,18.2,15.0,No,No
2009-09-28,-4.8,2.1,4.4,,,WSW,52.0,WSW,SW,9.0,20.0,98.0,98.0,,,,,-0.7,1.1,Yes,No
2010-08-18,14.4,18.9,0.4,4.2,10.8,SW,50.0,SW,SW,24.0,28.0,57.0,56.0,1021.6,1019.3,1.0,2.0,17.3,17.6,No,No
2010-02-06,14.9,24.4,0.0,,,WNW,35.0,W,WSW,19.0,15.0,69.0,58.0,1006.8,1006.7,,,19.7,22.3,No,Yes
2012-05-14,9.1,18.6,0.0,4.6,10.1,W,43.0,W,SSW,20.0,22.0,49.0,40.0,1021.4,1021.5,,,11.8,17.2,No,No
2011-03-02,16.4,22.1,0.0,,,NNE,26.0,S,NE,9.0,11.0,74.0,64.0,1017.7,1015.6,,,17.9,20.6,No,No
2013-03-28,21.5,33.5,0.0,7.0,7.3,W,37.0,E,E,2.0,11.0,71.0,34.0,1016.8,1012.1,1.0,7.0,23.4,30.9,No,Yes
2012-10-03,10.5,25.5,0.2,,,NNE,35.0,NNE,NE,6.0,28.0,58.0,72.0,1026.5,1020.7,,,19.6,19.9,No,No
2009-11-08,23.0,28.1,3.0,7.6,1.1,SE,39.0,SSE,S,19.0,19.0,80.0,89.0,1016.4,1014.1,8.0,7.0,26.2,24.5,Yes,Yes
2009-12-29,18.7,35.9,0.0,,,SSE,31.0,ENE,NE,4.0,9.0,46.0,24.0,1020.0,1017.0,,,25.6,34.1,No,No
2015-09-27,4.8,24.8,0.0,,,W,35.0,NE,WSW,9.0,17.0,53.0,22.0,1024.9,1020.5,,,15.6,24.0,No,No
2015-12-24,17.9,23.4,8.8,,,SSE,31.0,ESE,SSW,11.0,9.0,81.0,82.0,1019.5,1018.5,,,22.0,21.4,Yes,No
2013-01-04,20.9,35.8,0.0,,,ENE,52.0,NNE,NNW,28.0,17.0,57.0,32.0,1014.4,1010.8,,,24.4,33.5,No,No
2012-01-10,25.7,35.0,0.0,8.0,12.1,ENE,41.0,ENE,NE,22.0,28.0,69.0,44.0,1009.2,1006.5,3.0,5.0,30.3,34.3,No,No
2013-11-24,14.8,21.3,0.2,,,WNW,39.0,SW,WSW,15.0,20.0,90.0,50.0,1007.2,1008.4,,,16.5,18.9,No,Yes
2014-11-17,9.3,23.6,4.4,,,NNW,52.0,WNW,WNW,22.0,28.0,51.0,31.0,1013.3,1011.8,,,15.6,22.6,Yes,No
2014-02-26,11.5,22.8,0.0,,,W,37.0,NNW,WNW,9.0,17.0,76.0,33.0,1007.4,1006.9,,,16.3,21.4,No,No
2010-06-09,5.1,12.6,4.8,1.8,3.1,W,65.0,W,WSW,17.0,26.0,91.0,87.0,1019.7,1020.5,7.0,7.0,8.0,10.7,Yes,Yes
2012-06-23,4.2,13.5,0.0,2.0,,SSE,26.0,S,SW,9.0,11.0,81.0,45.0,1026.0,1026.2,3.0,3.0,8.3,12.7,No,No
2011-12-10,15.8,24.7,0.0,,,SE,31.0,ESE,SE,11.0,24.0,73.0,63.0,1011.4,1007.8,1.0,,21.4,23.5,No,No
2015-09-05,11.7,15.6,6.8,,,SW,44.0,SW,SSW,22.0,20.0,65.0,63.0,1020.2,1021.9,,,14.3,13.7,Yes,No
2016-01-07,15.6,25.2,0.0,,,,,SSW,SSW,22.0,24.0,69.0,54.0,1014.3,1015.1,,,21.0,24.7,No,No
2010-09-26,9.2,20.0,0.0,,,S,31.0,WSW,SSW,15.0,17.0,64.0,59.0,1024.0,1023.3,,,16.9,17.4,No,No
2012-04-30,7.3,25.6,0.0,5.6,10.8,SE,24.0,WSW,SW,6.0,9.0,57.0,29.0,1017.9,1013.3,0.0,1.0,16.4,24.9,No,No
2011-05-18,2.1,19.7,0.0,3.2,,NE,20.0,NNW,ENE,2.0,13.0,99.0,46.0,1033.7,1029.7,,,6.3,19.6,No,No
2013-08-08,7.0,15.4,15.8,2.2,7.1,N,44.0,WSW,SSE,20.0,11.0,80.0,46.0,1017.7,1016.6,3.0,5.0,8.9,14.3,Yes,Yes
2009-12-08,14.0,20.7,5.6,4.0,9.7,WSW,46.0,SSW,SW,19.0,24.0,87.0,39.0,1013.2,1013.8,,,14.4,19.5,Yes,No
2017-03-21,20.1,25.2,,,,NNE,33.0,SE,SE,11.0,6.0,100.0,92.0,1013.9,1011.5,8.0,8.0,20.5,22.1,No,No
2012-09-17,9.5,15.6,2.8,1.2,2.7,SE,26.0,SSW,SSE,9.0,17.0,83.0,65.0,1020.8,1018.0,7.0,7.0,11.2,14.5,Yes,No
2013-12-15,16.3,27.0,0.0,,,E,35.0,E,E,2.0,17.0,71.0,55.0,1018.6,1016.1,,,21.2,25.5,No,No
2016-09-01,21.2,29.2,0.0,5.8,,SSE,39.0,SSE,E,26.0,26.0,66.0,59.0,1017.8,1013.3,5.0,7.0,24.3,27.6,No,No
2015-01-06,17.8,24.6,0.0,,,WNW,44.0,WNW,WSW,17.0,17.0,74.0,62.0,1008.3,1010.1,,,23.3,23.9,No,No
2016-02-02,25.2,33.4,12.6,3.4,,W,28.0,WNW,N,17.0,15.0,83.0,,1008.0,1004.8,8.0,,28.2,,Yes,Yes
2016-09-17,12.2,20.6,0.0,,,NE,33.0,S,NE,4.0,24.0,61.0,65.0,1021.9,1018.1,,,18.9,18.6,No,No
2015-10-07,20.7,29.7,0.2,11.0,10.7,ENE,56.0,ESE,ENE,28.0,35.0,52.0,44.0,1022.6,1019.4,4.0,1.0,26.8,27.9,No,No
2011-01-18,12.9,27.2,0.0,,,W,28.0,S,S,6.0,9.0,64.0,43.0,1007.4,1005.9,,,17.9,25.5,No,No
2016-09-20,12.8,25.3,0.0,5.2,8.6,NE,19.0,S,NE,4.0,9.0,41.0,36.0,1018.7,1015.9,4.0,7.0,19.9,23.7,No,No
2017-01-31,11.0,25.6,0.0,,,SE,48.0,SE,S,17.0,24.0,57.0,49.0,1017.2,1015.0,,,17.4,22.5,No,No
2010-01-02,16.9,37.4,0.0,9.0,13.5,E,57.0,E,ESE,20.0,20.0,36.0,16.0,1018.6,1014.3,0.0,0.0,25.4,36.2,No,No
2013-08-23,21.1,31.5,2.6,5.2,2.1,E,37.0,SSE,ENE,9.0,15.0,87.0,23.0,1015.4,1012.2,7.0,6.0,23.4,30.8,Yes,No
2016-11-28,20.2,28.8,0.0,6.0,8.1,NNE,46.0,N,ENE,11.0,30.0,68.0,56.0,1014.9,1010.2,6.0,1.0,23.8,26.7,No,No
2011-01-04,17.3,22.6,3.0,5.0,1.9,SSE,35.0,SSW,SE,20.0,19.0,74.0,60.0,1014.1,1011.6,,,20.1,21.8,Yes,No
2014-04-06,14.4,24.4,3.6,1.0,9.9,NE,26.0,ESE,SE,11.0,7.0,71.0,47.0,1022.2,1020.3,1.0,3.0,18.2,23.9,Yes,No
2015-09-03,18.3,28.0,0.0,4.2,10.8,NNE,30.0,WNW,NNE,9.0,15.0,63.0,66.0,1018.8,1015.3,1.0,1.0,25.7,26.1,No,No
2015-08-11,13.5,34.5,0.0,6.0,,NE,24.0,N,NE,9.0,9.0,53.0,,1018.5,1013.6,0.0,,24.9,,No,No
2016-10-31,17.9,19.6,2.6,,,S,56.0,S,SSE,37.0,33.0,53.0,44.0,1010.2,1010.9,,,18.1,19.2,Yes,No
2016-02-03,17.0,21.3,0.2,8.2,2.8,SSE,56.0,SW,S,20.0,28.0,95.0,72.0,1007.5,1010.8,8.0,7.0,17.2,18.6,No,Yes
2016-08-25,8.8,16.4,43.2,,,SW,41.0,SW,SSE,20.0,24.0,61.0,60.0,1010.7,1010.4,8.0,3.0,11.7,14.4,Yes,No
2016-02-12,13.2,34.5,0.0,,,NW,41.0,E,NNW,24.0,13.0,57.0,21.0,1015.2,1011.9,,,19.7,31.4,No,No
2016-02-17,24.0,37.7,0.0,7.2,11.0,NNE,35.0,NW,NE,7.0,17.0,74.0,46.0,1007.0,1003.7,1.0,1.0,30.3,36.0,No,No
2012-08-23,12.5,17.2,0.0,5.8,7.9,NNW,78.0,N,N,15.0,31.0,54.0,58.0,1000.7,999.0,1.0,2.0,14.7,15.3,No,Yes
2015-05-03,7.5,23.7,0.0,,,W,22.0,N,W,2.0,13.0,85.0,37.0,1019.1,1015.6,,,13.5,23.2,No,No
2014-02-07,15.5,25.4,0.2,4.2,12.3,ENE,41.0,W,ENE,11.0,30.0,63.0,52.0,1017.7,1015.2,1.0,1.0,19.6,25.0,No,No
2013-07-17,8.2,12.9,4.4,,,SW,67.0,W,SW,33.0,30.0,90.0,78.0,,,,,8.4,12.5,Yes,Yes
2014-10-28,7.4,20.0,0.8,6.6,7.4,W,56.0,NW,WSW,22.0,31.0,58.0,44.0,1011.8,1013.2,7.0,7.0,13.8,18.3,No,No
2013-08-11,12.0,25.1,0.0,,,NNE,30.0,WNW,NE,9.0,24.0,61.0,64.0,1019.2,1015.8,,,17.0,22.6,No,No
2013-11-21,11.9,24.1,0.2,3.4,10.3,NW,52.0,WNW,NW,9.0,20.0,74.0,49.0,1008.4,1006.7,7.0,5.0,15.7,22.3,No,No
2013-01-02,20.6,25.3,0.0,4.8,4.7,ENE,41.0,ENE,ENE,28.0,26.0,85.0,85.0,1014.6,1012.2,7.0,2.0,23.2,23.9,No,No
2012-05-19,5.2,19.7,0.2,,,S,19.0,,NW,0.0,6.0,98.0,53.0,,,,,9.7,19.4,No,No
2016-12-23,10.4,24.3,0.0,,,SSE,31.0,SE,S,6.0,13.0,65.0,61.0,1011.5,1009.4,,,19.3,20.7,No,No
2011-01-25,13.1,25.8,0.0,3.2,13.0,SSW,41.0,SE,SSW,11.0,20.0,54.0,39.0,1012.9,1010.3,1.0,1.0,20.4,25.0,No,No
2016-08-20,6.9,13.6,9.4,2.0,9.7,NNW,43.0,NNW,NW,13.0,26.0,65.0,55.0,1011.9,1012.1,3.0,3.0,9.6,12.8,Yes,Yes
2013-12-20,16.6,37.0,0.0,,,W,44.0,NNW,W,7.0,22.0,36.0,18.0,1016.9,1012.6,,,27.1,36.2,No,No
2014-03-27,17.2,25.3,30.2,1.4,5.0,N,30.0,ENE,N,13.0,15.0,95.0,67.0,1018.7,1015.9,8.0,7.0,17.7,23.8,Yes,No
2016-06-20,11.7,16.8,9.0,1.2,0.0,SSW,30.0,S,W,7.0,15.0,97.0,89.0,1010.6,1009.2,8.0,8.0,13.9,15.3,Yes,Yes
2011-01-21,19.4,35.2,0.0,9.6,9.9,NNW,43.0,ENE,WNW,19.0,17.0,54.0,29.0,1012.8,1009.5,5.0,3.0,24.7,33.9,No,No
2012-07-14,17.8,24.5,12.0,0.2,4.3,WNW,28.0,WSW,W,6.0,9.0,82.0,57.0,1016.9,1014.8,6.0,7.0,19.9,21.9,Yes,No
2015-12-05,15.5,38.7,0.0,11.2,12.3,N,33.0,NE,N,13.0,11.0,15.0,7.0,1016.5,1012.4,2.0,,29.2,37.6,No,No
2016-03-04,22.8,28.3,0.0,9.6,10.1,NE,39.0,N,NE,20.0,24.0,70.0,53.0,1022.0,1020.1,7.0,2.0,24.9,26.9,No,No
2014-05-20,9.4,27.1,0.0,3.2,10.6,ENE,26.0,E,SE,2.0,17.0,59.0,29.0,1020.9,1017.3,1.0,1.0,17.9,26.8,No,No
2014-09-19,0.2,13.5,0.0,,,SSW,31.0,SW,SW,11.0,15.0,90.0,56.0,1025.9,1024.1,6.0,2.0,8.0,12.7,No,No
2009-10-12,11.0,26.5,0.2,1.6,9.6,,,NNE,NE,22.0,43.0,74.0,64.0,1015.1,1007.8,3.0,3.0,18.0,22.5,No,No
2017-01-05,17.6,27.0,,,,NNE,26.0,E,NE,6.0,9.0,86.0,98.0,1019.1,1017.1,,,20.4,21.0,No,Yes
2010-04-22,11.6,26.4,0.2,2.2,10.4,W,37.0,NNW,W,19.0,17.0,72.0,59.0,1018.4,1015.5,2.0,6.0,19.7,24.0,No,Yes
2013-03-21,14.0,20.7,,,,N,65.0,N,N,22.0,24.0,90.0,81.0,1007.5,1002.7,,,18.0,19.6,No,Yes
2010-09-24,2.1,17.5,0.0,1.4,10.7,WNW,30.0,N,WSW,13.0,20.0,71.0,52.0,1026.0,1022.2,0.0,3.0,10.3,16.7,No,No
2010-12-28,15.4,21.2,1.8,5.4,2.5,SSE,39.0,SSE,ESE,11.0,19.0,59.0,50.0,1018.9,1019.1,,,19.0,20.7,Yes,No
2009-10-31,,20.8,11.0,,,,,,,,,,,,,,,,,Yes,Yes
2009-08-15,5.6,27.6,0.0,4.0,9.6,NNE,56.0,NNE,N,17.0,33.0,50.0,15.0,1015.4,1010.2,1.0,1.0,12.9,27.0,No,Yes
